3
100
3
0,005
2000

60
0,0759446857220725 
6,04104280229957 
0,94510604529472 
5,24084292117856 
0,294784871750411 
6,09453092307369 
0,45623619468124 
4,10249644840583 
4,954043165404 
5,24007958807946 
2,87444503271183 
1,03976608778381 
5,26267336011413 
2,12833766234048 
0,815920261293837 
4,71563441952605 
0,0738014492923887 
2,11665814863642 
5,34507413738991 
0,189275606416876 
0,896404156528605 
0,48194769091452 
1,40682255346699 
2,57340710488219 
0,247637693322089 
6,27524406411695 
4,08659610005081 
4,57799318260911 
0,308364473195928 
6,18552706382486 
3,97792274771888 
4,01400515695286 
6,27877227727712 
1,97230181637139 
0,780486264166271 
0,403705676675567 
2,41504894960708 
5,44203886687382 
1,98892350037327 
5,62962320540181 
0,572670763376886 
2,18889629733605 
4,91447545917464 
0,726342533728787 
3,33374341922136 
0,000423108092918831 
0,732723873094443 
3,29362916679734 
2,68583065648958 
5,49864238288096 
1,42235872299519 
0,494183824467152 
3,67664006491696 
5,38325229673269 
4,03139271367963 
5,87718230198714 
4,63422024883257 
4,65488424759212 
4,99320522785647 
0,302726114813044 
2,00793482302288 
2,16142831925172 
3,79413197520991 
5,05170140875873 
1,26215684036058 
5,14362518293856 
1,04417911768627 
3,29037154374274 
1,34785139817421 
0,41221458461827 
2,30058546991898 
0,914947889598154 
0,127734648263151 
5,99863623916768 
5,89979015021958 
4,99069316637214 
1,85065753891946 
0,680480019738208 
5,52284899284042 
0,24721458522917 
5,54252019102251 
0,792966933253475 
1,89216252611953 
1,09290739749455 
4,76316834082966 
3,48373892325173 
0,337365092035898 
0,895519980544428 
4,22409440987135 
1,18648926935872 
2,05267073502258 
4,04335000919455 
0,448833639017351 
1,68619738556022 
3,62168838237894 
4,69442775130475 
4,67794962930573 
6,1459593575955 
5,74737100054779 
4,47330354346239 
1,33388107169135 
1,09293773052885 
0,809680150034688 
0,861857236531497 
1,00898656598711 
0,580756942313517 
0,55832219778482 
1,13044283102753 
1,41779044732349 
1,34732259104369 
1,14084131952414 
1,12925730116165 
1,36185912036424 
1,25534787064202 
0,666060871987632 
0,693368145354729 
0,542854981982547 
0,929913243944716 
0,54592146400638 
1,14642423002348 
1,26494005125246 
0,523659836511901 
1,3513933903777 
0,525681580428817 
1,23891329473765 
1,22263040892902 
0,574184387025509 
1,25196295173464 
0,878303000879615 
0,691839384004399 
0,549774679844163 
0,8163814834861 
0,693579254296412 
0,667040346268118 
0,705464351552289 
0,789181755059018 
1,31652445710102 
1,43928978263367 
1,16495504866585 
1,17732484390835 
0,99613207229233 
0,923250490996638 
0,724735984217718 
1,32496291437417 
1,04799431261979 
1,19743539285727 
1,28166002024974 
0,816086221633519 
0,602305776952908 
0,883041463039369 
10,2042863996254 
9,81460556309419 
10,4322383477968 
9,76829827449671 
10,4470083196401 
10,3102212351794 
10,2415443401511 
9,78399856960587 
10,1229439417938 
10,2863561570581 
9,50657255528801 
9,80635924605017 
9,75213983014791 
10,2259510633191 
10,2975479111995 
9,82445983603804 
9,93567804686524 
10,1948187740961 
10,0498835190897 
10,3768791169286 
9,87684368825371 
9,60356519934887 
10,2649581952789 
9,86859662009803 
9,65029215773115 
9,84168956025582 
10,2989238522942 
9,52643047600353 
9,97768726780903 
9,54147790188039 
10,4409703886793 
10,258098165392 
10,1496571747817 
10,4952615378402 
9,98755298437902 
10,23516911675 
9,88414313568927 
10,4252809797997 
9,72003202662805 
9,89524311637284 
10,0476374149079 
10,0325258874952 
9,81634584083983 
10,3785988916078 
10,1707522886203 
9,68977282624216 
9,67111066084873 
9,99878492089863 
9,52741500317464 
9,72353447658174 



































































































